2021 5 28 1:51:1,1,25.70,24.70,26.50,2,67.00,70.00,48.00
2021 5 28 1:51:2,1,25.70,24.70,26.50,2,67.00,70.00,48.00
2021 5 28 1:51:3,1,25.70,24.70,26.50,2,67.00,70.00,48.00
2021 5 28 1:51:4,1,25.70,24.70,26.50,2,67.00,70.00,48.00
2021 5 28 1:51:5,1,25.70,24.70,26.50,2,67.00,70.00,48.00
2021 5 28 1:51:6,1,25.70,24.70,26.50,2,67.00,70.00,48.00
2021 5 28 1:51:7,1,25.70,24.70,26.50,2,67.00,70.00,48.00
2021 5 28 1:51:8,1,25.70,24.70,26.50,2,67.00,70.00,48.00
2021 5 28 1:51:9,1,25.70,24.70,26.40,2,67.00,70.00,49.00
2021 5 28 1:51:10,1,25.70,24.70,26.40,2,67.00,70.00,49.00
2021 5 28 1:51:11,1,25.60,24.70,26.50,2,67.00,70.00,49.00
2021 5 28 1:51:12,1,25.60,24.70,26.50,2,67.00,70.00,49.00
2021 5 28 1:51:13,1,25.70,24.80,26.50,2,67.00,70.00,49.00
2021 5 28 1:51:14,1,25.70,24.80,26.50,2,67.00,70.00,49.00
2021 5 28 1:51:15,1,25.70,24.70,26.50,2,67.00,70.00,50.00
2021 5 28 1:51:16,1,25.70,24.70,26.50,2,67.00,70.00,50.00
2021 5 28 1:51:17,1,25.70,24.70,26.50,2,67.00,70.00,50.00
2021 5 28 1:51:18,1,25.70,24.70,26.50,2,67.00,70.00,50.00
2021 5 28 1:51:19,1,25.70,24.60,26.50,2,67.00,70.00,50.00
2021 5 28 1:51:20,1,25.70,24.60,26.50,2,67.00,70.00,50.00
2021 5 28 1:51:21,1,25.60,24.70,26.50,2,67.00,70.00,49.00
2021 5 28 1:51:22,1,25.60,24.70,26.50,2,67.00,70.00,49.00
2021 5 28 1:51:23,1,25.70,24.70,26.40,2,67.00,70.00,49.00
2021 5 28 1:51:24,1,25.70,24.70,26.40,2,67.00,70.00,49.00
2021 5 28 1:51:25,1,25.60,24.70,26.50,2,67.00,70.00,49.00
2021 5 28 1:51:26,1,25.60,24.70,26.50,2,67.00,70.00,49.00
2021 5 28 1:51:27,1,25.70,24.70,26.50,2,67.00,70.00,48.00
2021 5 28 1:51:29,1,25.70,24.70,26.50,2,67.00,70.00,48.00
2021 5 28 1:51:30,1,25.60,24.70,26.50,2,66.00,70.00,48.00
2021 5 28 1:51:31,1,25.60,24.70,26.50,2,66.00,70.00,48.00
2021 5 28 1:51:32,1,25.70,24.80,26.50,2,66.00,70.00,48.00
2021 5 28 1:51:33,1,25.70,24.80,26.50,2,66.00,70.00,48.00
2021 5 28 1:51:34,1,25.70,24.70,26.50,2,66.00,70.00,48.00
2021 5 28 1:51:35,1,25.70,24.70,26.50,2,66.00,70.00,48.00
2021 5 28 1:51:36,1,25.60,24.70,26.50,2,66.00,70.00,48.00
2021 5 28 1:51:37,1,25.60,24.70,26.50,2,66.00,70.00,48.00
2021 5 28 1:51:38,1,25.60,24.70,26.40,2,66.00,70.00,48.00
2021 5 28 1:51:39,1,25.60,24.70,26.40,2,66.00,70.00,48.00
2021 5 28 1:51:40,1,25.60,24.80,26.50,2,66.00,70.00,47.00
2021 5 28 1:51:41,1,25.60,24.80,26.50,2,66.00,70.00,47.00
2021 5 28 1:51:42,1,25.60,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:51:43,1,25.60,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:51:44,1,25.60,24.70,26.50,2,66.00,70.00,47.00
2021 5 28 1:51:45,1,25.60,24.70,26.50,2,66.00,70.00,47.00
2021 5 28 1:51:46,1,25.60,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:51:47,1,25.60,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:51:48,1,25.60,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:51:49,1,25.60,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:51:50,1,25.60,24.80,26.50,2,66.00,70.00,47.00
2021 5 28 1:51:51,1,25.60,24.80,26.50,2,66.00,70.00,47.00
2021 5 28 1:51:52,1,25.60,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:51:53,1,25.60,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:51:54,1,25.50,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:51:55,1,25.50,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:51:56,1,25.60,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:51:58,1,25.60,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:51:59,1,25.60,24.70,26.30,2,66.00,70.00,47.00
2021 5 28 1:52:0,1,25.60,24.70,26.30,2,66.00,70.00,47.00
2021 5 28 1:52:1,1,25.50,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:52:2,1,25.50,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:52:3,1,25.50,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:52:4,1,25.50,24.70,26.40,2,66.00,70.00,47.00
2021 5 28 1:52:5,1,25.50,24.80,26.40,2,66.00,70.00,47.00
2021 5 28 1:52:6,1,25.50,24.80,26.40,2,66.00,70.00,47.00
2021 5 28 1:52:7,1,25.50,24.80,26.30,2,66.00,70.00,47.00
2021 5 28 1:52:8,1,25.50,24.80,26.30,2,66.00,70.00,47.00
2021 5 28 1:52:9,1,25.50,24.70,26.30,2,66.00,70.00,47.00
2021 5 28 1:52:10,1,25.50,24.70,26.30,2,66.00,70.00,47.00
2021 5 28 1:52:11,1,25.50,24.80,26.40,2,66.00,70.00,48.00
2021 5 28 1:52:12,1,25.50,24.80,26.40,2,66.00,70.00,48.00
2021 5 28 1:52:13,1,25.50,24.70,26.30,2,66.00,70.00,48.00
2021 5 28 1:52:14,1,25.50,24.70,26.30,2,66.00,70.00,48.00
2021 5 28 1:52:15,1,25.40,24.70,26.30,2,66.00,70.00,48.00
2021 5 28 1:52:16,1,25.40,24.70,26.30,2,66.00,70.00,48.00
2021 5 28 1:52:17,1,25.40,24.70,26.30,2,66.00,70.00,48.00
2021 5 28 1:52:18,1,25.40,24.70,26.30,2,66.00,70.00,48.00
2021 5 28 1:52:19,1,25.40,24.80,26.30,2,66.00,70.00,48.00
2021 5 28 1:52:20,1,25.40,24.80,26.30,2,66.00,70.00,48.00
2021 5 28 1:52:21,1,25.40,24.80,26.20,2,66.00,70.00,48.00
2021 5 28 1:52:22,1,25.40,24.80,26.20,2,66.00,70.00,48.00
2021 5 28 1:52:23,1,25.30,24.80,26.30,2,66.00,70.00,48.00
2021 5 28 1:52:24,1,25.30,24.80,26.30,2,66.00,70.00,48.00
2021 5 28 1:52:25,1,25.40,24.70,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:27,1,25.40,24.70,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:28,1,25.40,24.70,26.20,2,66.00,70.00,48.00
2021 5 28 1:52:29,1,25.40,24.70,26.20,2,66.00,70.00,48.00
2021 5 28 1:52:30,1,25.30,24.80,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:31,1,25.30,24.80,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:32,1,25.30,24.70,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:33,1,25.30,24.70,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:34,1,25.30,24.80,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:35,1,25.30,24.80,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:36,1,25.30,24.70,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:37,1,25.30,24.70,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:38,1,25.20,24.80,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:39,1,25.20,24.80,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:40,1,25.30,24.70,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:41,1,25.30,24.70,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:42,1,25.20,24.70,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:43,1,25.20,24.70,26.10,2,66.00,70.00,48.00
2021 5 28 1:52:44,1,25.20,24.70,26.00,2,66.00,70.00,48.00
2021 5 28 1:52:45,1,25.20,24.70,26.00,2,66.00,70.00,48.00
2021 5 28 1:52:46,1,25.20,24.70,26.00,2,66.00,70.00,48.00
2021 5 28 1:52:47,1,25.20,24.70,26.00,2,66.00,70.00,48.00
2021 5 28 1:52:48,1,25.20,24.70,26.00,2,67.00,70.00,48.00
2021 5 28 1:52:49,1,25.20,24.70,26.00,2,67.00,70.00,48.00
2021 5 28 1:52:50,1,25.20,24.80,26.00,2,66.00,70.00,48.00
2021 5 28 1:52:51,1,25.20,24.80,26.00,2,66.00,70.00,48.00
2021 5 28 1:52:52,1,25.20,24.70,26.00,2,67.00,70.00,48.00
2021 5 28 1:52:54,1,25.20,24.70,26.00,2,67.00,70.00,48.00
2021 5 28 1:52:55,1,25.20,24.70,26.00,2,67.00,70.00,48.00
2021 5 28 1:52:56,1,25.20,24.70,26.00,2,67.00,70.00,48.00
2021 5 28 1:52:57,1,25.20,24.80,26.00,2,67.00,70.00,49.00
2021 5 28 1:52:58,1,25.20,24.80,26.00,2,67.00,70.00,49.00
2021 5 28 1:52:59,1,25.20,24.70,26.00,2,67.00,70.00,49.00
2021 5 28 1:53:0,1,25.20,24.70,26.00,2,67.00,70.00,49.00
2021 5 28 1:53:1,1,25.10,24.70,26.00,2,67.00,70.00,49.00
2021 5 28 1:53:2,1,25.10,24.70,26.00,2,67.00,70.00,49.00
2021 5 28 1:53:3,1,25.10,24.80,26.00,2,67.00,70.00,50.00
2021 5 28 1:53:4,1,25.10,24.80,26.00,2,67.00,70.00,50.00
2021 5 28 1:53:5,1,25.10,24.70,25.80,2,67.00,70.00,49.00
2021 5 28 1:53:6,1,25.10,24.70,25.80,2,67.00,70.00,49.00
2021 5 28 1:53:7,1,25.10,24.80,26.00,2,67.00,70.00,50.00
2021 5 28 1:53:8,1,25.10,24.80,26.00,2,67.00,70.00,50.00
2021 5 28 1:53:9,1,25.10,24.70,25.80,2,67.00,71.00,49.00
2021 5 28 1:53:10,1,25.10,24.70,25.80,2,67.00,71.00,49.00
2021 5 28 1:53:11,1,25.10,24.70,26.00,2,67.00,71.00,50.00
2021 5 28 1:53:12,1,25.10,24.70,26.00,2,67.00,71.00,50.00
2021 5 28 1:53:13,1,25.10,24.70,25.90,2,67.00,70.00,49.00
2021 5 28 1:53:14,1,25.10,24.70,25.90,2,67.00,70.00,49.00
2021 5 28 1:53:15,1,25.10,24.80,26.00,2,67.00,70.00,50.00
2021 5 28 1:53:16,1,25.10,24.80,26.00,2,67.00,70.00,50.00
2021 5 28 1:53:17,1,25.10,24.80,25.90,2,68.00,70.00,49.00
2021 5 28 1:53:18,1,25.10,24.80,25.90,2,68.00,70.00,49.00
2021 5 28 1:53:19,1,25.10,24.70,26.00,2,68.00,70.00,49.00
2021 5 28 1:53:20,1,25.10,24.70,26.00,2,68.00,70.00,49.00
