20215270025,1,22.20,22.60,23.10,2,65.00,61.00,46.00
20215270050,1,22.20,22.60,23.00,2,65.00,62.00,46.00
20215270115,1,22.20,22.60,23.10,2,65.00,62.00,46.00
20215270140,1,22.20,22.60,23.10,2,65.00,62.00,46.00
2021527025,1,22.30,22.60,23.00,2,65.00,61.00,46.00
20215270230,1,22.30,22.60,23.00,2,65.00,61.00,45.00
20215270255,1,22.30,22.50,22.90,2,65.00,61.00,46.00
20215270320,1,22.30,22.50,22.90,2,65.00,62.00,46.00
20215270435,1,22.20,22.40,22.80,2,66.00,63.00,48.00
202152702143,1,22.50,22.80,23.20,2,67.00,64.00,48.00
20215270228,1,22.50,22.80,23.20,2,68.00,64.00,48.00
202152705353,1,22.40,22.80,23.10,2,70.00,66.00,51.00
202152705418,1,22.40,22.80,23.10,2,70.00,66.00,51.00
202152711011,1,22.50,22.80,23.20,2,71.00,67.00,52.00
202152711036,1,22.50,22.80,23.20,2,71.00,67.00,52.00
20215271111,1,22.50,22.80,23.10,2,71.00,67.00,52.00
202152711126,1,22.50,22.80,23.20,2,71.00,67.00,52.00
202152711151,1,22.50,22.80,23.20,2,71.00,67.00,52.00
202152711216,1,22.50,22.80,23.20,2,71.00,67.00,52.00
202152711242,1,22.50,22.80,23.20,2,71.00,67.00,52.00
20215271137,1,22.50,22.80,23.20,2,71.00,67.00,52.00
202152711332,1,22.50,22.80,23.20,2,71.00,67.00,52.00
202152711357,1,22.50,22.80,23.20,2,71.00,67.00,52.00
202152711422,1,22.50,22.90,23.20,2,71.00,67.00,52.00
202152711447,1,22.50,22.80,23.20,2,71.00,67.00,52.00
202152711512,1,22.50,22.90,23.20,2,71.00,67.00,52.00
202152711537,1,22.50,22.80,23.20,2,71.00,67.00,52.00
20215271162,1,22.50,22.80,23.20,2,71.00,67.00,52.00
202152711627,1,22.40,22.80,23.10,2,71.00,67.00,52.00
202152711652,1,22.50,22.80,23.20,2,71.00,67.00,52.00
202152711717,1,22.40,22.80,23.20,2,71.00,67.00,52.00
202152711742,1,22.40,22.80,23.20,2,71.00,67.00,52.00
20215271187,1,22.40,22.80,23.20,2,71.00,67.00,52.00
